Patrón N+PREP+N,Noun1,Preposición,Noun2,Lema Noun1,Lema Noun2,Lema del Patrón,Patrón en Glosario,Noun1 en Glosario,Noun2 en Glosario,Sufijo N1,Sufijo N2,Estado,Contexto
formación en alternancia,formación,en,alternancia,formación,alternancia,formación en alternancia,No,No,No,Sí,No,No encontrado,"11. Contrato formativo. 1. El contrato formativo tendrá por objeto la formación en alternancia con formación en alternancia por cuenta ajena en los términos establecidos en el apartado 2, o el desempeño de"
niveles de estudios,niveles,de,estudios,nivel,estudio,nivel de estudio,No,No,No,No,No,No encontrado,"destinada a adquirir una práctica profesional adecuada a los correspondientes niveles de estudios, en los niveles de estudios el apartado 3. 2. El contrato de formación en alternancia, que tendrá por objeto compatibilizar"
contrato de formación,contrato,de,formación,contrato,formación,contrato de formación,No,Sí,No,No,Sí,Parcialmente encontrado,"en el apartado 3. 2. El contrato de formación en alternancia, que tendrá por objeto contrato de formación laboral retribuida con los correspondientes procesos formativos en el ámbito de la formación profesional, los"
formación en alternancia,formación,en,alternancia,formación,alternancia,formación en alternancia,No,No,No,Sí,No,No encontrado,"apartado 3. 2. El contrato de formación en alternancia, que tendrá por objeto compatibilizar la formación en alternancia con los correspondientes procesos formativos en el ámbito de la formación profesional, los estudios universitarios"
obtención de práctica,obtención,de,práctica,obtención,práctico,obtención de práctico,No,No,No,Sí,No,No encontrado,"obtención de práctica profesional regulada en el apartado 3. Sin perjuicio de lo anterior, se obtención de práctica vinculados a estudios de formación profesional o universitaria con personas que posean otra titulación siempre"
estudios de formación,estudios,de,formación,estudio,formación,estudio de formación,No,No,No,No,Sí,No encontrado,profesional o universitaria con personas que posean otra titulación siempre que no haya tenido otro estudios de formación en una formación del mismo nivel formativo y del mismo sector productivo. b) En el
marco de certificados,marco,de,certificados,marco,certificado,marco de certificado,No,No,Sí,No,No,Parcialmente encontrado,"nivel 1 y 2, y programas públicos o privados de formación en alternancia de empleo–formación, marco de certificados del Catálogo de especialidades formativas del Sistema Nacional de Empleo, el contrato solo podrá ser"
certificados de profesionalidad,certificados,de,profesionalidad,certificado,profesionalidad,certificado de profesionalidad,Sí,Sí,No,No,No,Encontrado en glosario,"y 2, y programas públicos o privados de formación en alternancia de empleo–formación, que formen certificados de profesionalidad de especialidades formativas del Sistema Nacional de Empleo, el contrato solo podrá ser concertado con"
profesionalidad de nivel,profesionalidad,de,nivel,profesionalidad,nivel,profesionalidad de nivel,No,No,No,No,No,No encontrado,"y programas públicos o privados de formación en alternancia de empleo–formación, que formen parte del profesionalidad de nivel formativas del Sistema Nacional de Empleo, el contrato solo podrá ser concertado con personas de"
formación en alternancia,formación,en,alternancia,formación,alternancia,formación en alternancia,No,No,No,Sí,No,No encontrado,"parte del Catálogo de especialidades formativas del Sistema Nacional de Empleo, el contrato solo podrá formación en alternancia personas de hasta treinta años. c) La actividad desempeñada por la persona trabajadora en la"
programa de formación,programa,de,formación,programa,formación,programa de formación,No,Sí,No,No,Sí,Parcialmente encontrado,de cooperación suscritos por las autoridades laborales o educativas de formación profesional o Universidades con programa de formación colaboradoras. d) La persona contratada contará con una persona tutora designada por el centro o
convenios de cooperación,convenios,de,cooperación,convenios,cooperación,convenios de cooperación,No,No,Sí,No,Sí,Parcialmente encontrado,"Universidades con empresas y entidades colaboradoras. d) La persona contratada contará con una persona tutora convenios de cooperación centro o entidad de formación y otra designada por la empresa. Esta última, que deberá"
educativas de formación,educativas,de,formación,educativo,formación,educativo de formación,No,No,No,No,Sí,No encontrado,"contratada contará con una persona tutora designada por el centro o entidad de formación y educativas de formación la empresa. Esta última, que deberá contar con la formación o experiencia adecuadas para tales"
entidad de formación,entidad,de,formación,entidad,formación,entidad de formación,No,Sí,No,No,Sí,Parcialmente encontrado,"o experiencia adecuadas para tales tareas, tendrá como función dar seguimiento al plan formativo individual entidad de formación según lo previsto en el acuerdo de cooperación concertado con el centro o entidad formativa."
seguimiento al plan,seguimiento,al,plan,seguimiento,plan,seguimiento al plan,No,No,Sí,Sí,No,Parcialmente encontrado,"o entidad formativa. Dicho centro o entidad deberá, a su vez, garantizar la coordinación con seguimiento al plan en la empresa. e) Los centros de formación profesional, las entidades formativas acreditadas o inscritas"
acuerdo de cooperación,acuerdo,de,cooperación,acuerdo,cooperación,acuerdo de cooperación,Sí,Sí,Sí,No,Sí,Encontrado en glosario,"con la persona tutora en la empresa. e) Los centros de formación profesional, las entidades acuerdo de cooperación inscritas y los centros universitarios, en el marco de los acuerdos y convenios de cooperación,"
centros de formación,centros,de,formación,centro,formación,centro de formación,No,No,No,No,Sí,No encontrado,"participación de la empresa, los planes formativos individuales donde se especifique el contenido de la centros de formación y las actividades y los requisitos de tutoría para el cumplimiento de sus objetivos. f)"
convenios de cooperación,convenios,de,cooperación,convenios,cooperación,convenios de cooperación,No,No,Sí,No,Sí,Parcialmente encontrado,"requisitos de tutoría para el cumplimiento de sus objetivos. f) Son parte sustancial de este convenios de cooperación formación teórica dispensada por el centro o entidad de formación o la propia empresa, cuando"
entidad de formación,entidad,de,formación,entidad,formación,entidad de formación,No,Sí,No,No,Sí,Parcialmente encontrado,"así como los aspectos relacionados con la financiación de la actividad formativa. g) La duración entidad de formación la prevista en el correspondiente plan o programa formativo, con un mínimo de tres meses"
