Patrón N+PREP+N,Noun1,Preposición,Noun2,Lema Noun1,Lema Noun2,Lema del Patrón,Patrón en Glosario,Noun1 en Glosario,Noun2 en Glosario,Sufijo N1,Sufijo N2,Estado,Contexto
índice de precios,índice,de,precios,índice,precio,índice de precio,No,No,Sí,No,No,Parcialmente encontrado,en cuenta: a) El índice de precios de consumo. b) La productividad media nacional alcanzada. índice de precios de la participación del trabajo en la renta nacional. d) La coyuntura económica general. Igualmente
precios de consumo,precios,de,consumo,precio,consumo,precio de consumo,No,Sí,No,No,No,Parcialmente encontrado,a) El índice de precios de consumo. b) La productividad media nacional alcanzada. c) El precios de consumo participación del trabajo en la renta nacional. d) La coyuntura económica general. Igualmente se fijará
participación del trabajo,participación,del,trabajo,participación,trabajo,participación del trabajo,No,Sí,Sí,Sí,No,Parcialmente encontrado,trabajo en la renta nacional. d) La coyuntura económica general. Igualmente se fijará una revisión participación del trabajo caso de que no se cumplan las previsiones sobre el índice de precios citado. La
índice de precios,índice,de,precios,índice,precio,índice de precio,No,No,Sí,No,No,Parcialmente encontrado,"del salario mínimo interprofesional no afectará a la estructura ni a la cuantía de los índice de precios estos, en su conjunto y cómputo anual, fueran superiores a aquel. 2. El salario mínimo"
revisión del salario,revisión,del,salario,revisión,salario,revisión del salario,No,Sí,Sí,Sí,No,Parcialmente encontrado,"la estructura ni a la cuantía de los salarios profesionales cuando estos, en su conjunto revisión del salario fueran superiores a aquel. 2. El salario mínimo interprofesional, en su cuantía, tanto anual como"
periodo de devengo,periodo,de,devengo,periodo,devengo,periodo de devengo,No,No,Sí,No,No,Parcialmente encontrado,"extraordinarias, garantizándose la inembargabilidad de la cuantía que resulte en cada caso. En particular, si periodo de devengo salario mensual se percibiese una gratificación o paga extraordinaria, el límite de inembargabilidad estará constituido"
forma de cómputo,forma,de,cómputo,forma,cómputo,forma de cómputo,No,No,Sí,No,No,Parcialmente encontrado,"la cuantía que resulte en cada caso. En particular, si junto con el salario mensual forma de cómputo gratificación o paga extraordinaria, el límite de inembargabilidad estará constituido por el doble del importe"
límite de inembargabilidad,límite,de,inembargabilidad,límite,inembargabilidad,límite de inembargabilidad,No,No,No,No,No,No encontrado,"el salario mensual percibido estuviera incluida la parte proporcional de las pagas o gratificaciones extraordinarias, límite de inembargabilidad inembargabilidad estará constituido por el importe del salario mínimo interprofesional en cómputo anual prorrateado entre"
doble del importe,doble,del,importe,doble,importe,doble del importe,No,No,No,No,No,No encontrado,"parte proporcional de las pagas o gratificaciones extraordinarias, el límite de inembargabilidad estará constituido por doble del importe salario mínimo interprofesional en cómputo anual prorrateado entre doce meses."
importe del salario,importe,del,salario,importe,salario,importe del salario,No,No,Sí,No,No,Parcialmente encontrado,"de las pagas o gratificaciones extraordinarias, el límite de inembargabilidad estará constituido por el importe importe del salario interprofesional en cómputo anual prorrateado entre doce meses."
límite de inembargabilidad,límite,de,inembargabilidad,límite,inembargabilidad,límite de inembargabilidad,No,No,No,No,No,No encontrado,límite de inembargabilidad
importe del salario,importe,del,salario,importe,salario,importe del salario,No,No,Sí,No,No,Parcialmente encontrado,importe del salario
