Patrón N+PREP+N,Noun1,Preposición,Noun2,Lema Noun1,Lema Noun2,Lema del Patrón,Patrón en Glosario,Noun1 en Glosario,Noun2 en Glosario,Sufijo N1,Sufijo N2,Estado,Contexto
turno de trabajo,turno,de,trabajo,turno,trabajo,turno de trabajo,No,Sí,Sí,No,No,Parcialmente encontrado,"así como a una preferencia a elegir turno de trabajo y a acceder al trabajo turno de trabajo tal es el régimen instaurado en la empresa, y el puesto o funciones son compatibles"
trabajo a distancia,trabajo,a,distancia,trabajo,distancia,trabajo a distancia,No,Sí,No,No,No,Parcialmente encontrado,"turno de trabajo y a acceder al trabajo a distancia, si tal es el régimen trabajo a distancia empresa, y el puesto o funciones son compatibles con esta forma de realización del trabajo,"
forma de realización,forma,de,realización,forma,realización,forma de realización,No,No,No,No,Sí,No encontrado,"funciones son compatibles con esta forma de realización del trabajo, cuando curse con regularidad estudios forma de realización de un título académico o profesional. b) A la adaptación de la jornada ordinaria de"
realización del trabajo,realización,del,trabajo,realización,trabajo,realización del trabajo,No,No,Sí,Sí,No,Parcialmente encontrado,"compatibles con esta forma de realización del trabajo, cuando curse con regularidad estudios para la realización del trabajo título académico o profesional. b) A la adaptación de la jornada ordinaria de trabajo para"
asistencia a cursos,asistencia,a,cursos,asistencia,curso,asistencia a curso,No,No,No,No,No,No encontrado,la asistencia a cursos de formación profesional. c) A la concesión de los permisos oportunos asistencia a cursos perfeccionamiento profesional con reserva del puesto de trabajo. d) A la formación necesaria para su
cursos de formación,cursos,de,formación,curso,formación,curso de formación,No,No,No,No,Sí,No encontrado,a cursos de formación profesional. c) A la concesión de los permisos oportunos de formación cursos de formación con reserva del puesto de trabajo. d) A la formación necesaria para su adaptación a
reserva del puesto,reserva,del,puesto,reserva,puesto,reserva del puesto,No,Sí,No,No,No,Parcialmente encontrado,"puesto de trabajo. d) A la formación necesaria para su adaptación a las modificaciones operadas reserva del puesto de trabajo. La misma correrá a cargo de la empresa, sin perjuicio de la posibilidad"
puesto de trabajo,puesto,de,trabajo,puesto,trabajo,puesto de trabajo,Sí,No,Sí,No,No,Encontrado en glosario,"trabajo. d) A la formación necesaria para su adaptación a las modificaciones operadas en el puesto de trabajo La misma correrá a cargo de la empresa, sin perjuicio de la posibilidad de obtener"
puesto de trabajo,puesto,de,trabajo,puesto,trabajo,puesto de trabajo,Sí,No,Sí,No,No,Encontrado en glosario,"correrá a cargo de la empresa, sin perjuicio de la posibilidad de obtener a tal puesto de trabajo destinados a la formación. El tiempo destinado a la formación se considerará en todo caso"
tiempo de trabajo,tiempo,de,trabajo,tiempo,trabajo,tiempo de trabajo,No,No,Sí,No,No,Parcialmente encontrado,"colectiva se pactarán los términos del ejercicio de estos derechos, que se acomodarán a criterios tiempo de trabajo garanticen la ausencia de discriminación, tanto directa como indirecta, entre trabajadores de uno y otro"
términos del ejercicio,términos,del,ejercicio,términos,ejercicio,términos del ejercicio,No,No,Sí,No,No,Parcialmente encontrado,"y sistemas que garanticen la ausencia de discriminación, tanto directa como indirecta, entre trabajadores de términos del ejercicio sexo. 3. Los trabajadores con al menos un año de antigüedad en la empresa tienen"
ausencia de discriminación,ausencia,de,discriminación,ausencia,discriminación,ausencia de discriminación,No,Sí,Sí,No,Sí,Parcialmente encontrado,"otro sexo. 3. Los trabajadores con al menos un año de antigüedad en la empresa ausencia de discriminación un permiso retribuido de veinte horas anuales de formación profesional para el empleo, vinculada a"
año de antigüedad,año,de,antigüedad,año,antigüedad,año de antigüedad,No,No,Sí,No,No,Parcialmente encontrado,"formación profesional para el empleo, vinculada a la actividad de la empresa, acumulables por un año de antigüedad cinco años. El derecho se entenderá cumplido en todo caso cuando el trabajador pueda realizar"
plan de formación,plan,de,formación,plan,formación,plan de formación,No,Sí,No,No,Sí,Parcialmente encontrado,en el derecho a que se refiere este apartado la formación que deba obligatoriamente impartir plan de formación su cargo conforme a lo previsto en otras leyes. En defecto de lo previsto en
concreción del modo,concreción,del,modo,concreción,modo,concreción del modo,No,No,No,Sí,No,No encontrado,concreción del modo
acuerdo entre trabajador,acuerdo,entre,trabajador,acuerdo,trabajador,acuerdo entre trabajador,No,Sí,Sí,No,No,Parcialmente encontrado,acuerdo entre trabajador
