Patrón N+PREP+N,Noun1,Preposición,Noun2,Lema Noun1,Lema Noun2,Lema del Patrón,Patrón en Glosario,Noun1 en Glosario,Noun2 en Glosario,Sufijo N1,Sufijo N2,Estado,Contexto
sistema de clasificación,sistema,de,clasificación,sistema,clasificación,sistema de clasificación,No,No,No,No,Sí,No encontrado,"los representantes de los trabajadores, se establecerá el sistema de clasificación profesional de los trabajadores sistema de clasificación grupos profesionales. 2. Se entenderá por grupo profesional el que agrupe unitariamente las aptitudes profesionales,"
trabajadores por medio,trabajadores,por,medio,trabajador,medio,trabajador por medio,No,Sí,No,No,No,Parcialmente encontrado,"establecerá el sistema de clasificación profesional de los trabajadores por medio de grupos profesionales. 2. trabajadores por medio grupo profesional el que agrupe unitariamente las aptitudes profesionales, titulaciones y contenido general de la"
medio de grupos,medio,de,grupos,medio,grupo,medio de grupo,No,No,No,No,No,No encontrado,"sistema de clasificación profesional de los trabajadores por medio de grupos profesionales. 2. Se entenderá medio de grupos el que agrupe unitariamente las aptitudes profesionales, titulaciones y contenido general de la prestación, y"
sesgos de género,sesgos,de,género,sesgos,género,sesgos de género,No,No,Sí,No,No,Parcialmente encontrado,"puestos de trabajo, criterios de encuadramiento y retribuciones, tengan como objeto garantizar la ausencia de sesgos de género como indirecta, entre mujeres y hombres. Estos criterios y sistemas, en todo caso, cumplirán con"
puestos de trabajo,puestos,de,trabajo,puestos,trabajo,puestos de trabajo,No,No,Sí,No,No,Parcialmente encontrado,"de encuadramiento y retribuciones, tengan como objeto garantizar la ausencia de discriminación, tanto directa como puestos de trabajo y hombres. Estos criterios y sistemas, en todo caso, cumplirán con lo previsto en el"
criterios de encuadramiento,criterios,de,encuadramiento,criterio,encuadramiento,criterio de encuadramiento,No,No,No,No,Sí,No encontrado,"tengan como objeto garantizar la ausencia de discriminación, tanto directa como indirecta, entre mujeres y criterios de encuadramiento y sistemas, en todo caso, cumplirán con lo previsto en el artículo 28.1. . Por"
ausencia de discriminación,ausencia,de,discriminación,ausencia,discriminación,ausencia de discriminación,No,Sí,Sí,No,Sí,Parcialmente encontrado,"indirecta, entre mujeres y hombres. Estos criterios y sistemas, en todo caso, cumplirán con lo ausencia de discriminación artículo 28.1. . Por acuerdo entre el trabajador y el empresario se asignará al trabajador"
objeto del contrato,objeto,del,contrato,objeto,contrato,objeto del contrato,No,No,Sí,No,No,Parcialmente encontrado,"al grupo profesional asignado o solamente de alguna de ellas. Cuando se acuerde la polivalencia objeto del contrato realización de funciones propias de más de un grupo, la equiparación se realizará en virtud"
contrato de trabajo,contrato,de,trabajo,contrato,trabajo,contrato de trabajo,Sí,Sí,Sí,No,No,Encontrado en glosario,"profesional asignado o solamente de alguna de ellas. Cuando se acuerde la polivalencia funcional o contrato de trabajo funciones propias de más de un grupo, la equiparación se realizará en virtud de las"
realización de funciones,realización,de,funciones,realización,función,realización de función,No,No,No,Sí,No,No encontrado,en virtud de las funciones que se desempeñen durante mayor tiempo. realización de funciones
