Patrón N+ADJ,Estado,Patrón en Glosario,Noun en Glosario,Adj en Glosario,Adj en Lista Específica,Contexto
horas extraordinarias,Encontrado en glosario,Sí,No,Sí,Sí,artículo . horas extraordinarias . tendrán la consideración de horas extraordinarias aquellas horas de trabajo que se realicen sobre
horas extraordinarias,Encontrado en glosario,Sí,No,Sí,Sí,artículo . horas extraordinarias. . tendrán la consideración de horas horas extraordinarias horas de trabajo que se realicen sobre la duración máxima de la jornada ordinaria de
duración máxima,No encontrado,No,No,No,No,". horas extraordinarias. . tendrán la consideración de horas extraordinarias aquellas horas de trabajo que se realicen sobre la duración duración máxima la jornada ordinaria de trabajo, fijada de acuerdo con el artículo anterior. mediante convenio colectivo"
jornada ordinaria,Parcialmente encontrado,No,No,Sí,Sí,"tendrán la consideración de horas extraordinarias aquellas horas de trabajo que se realicen sobre la duración máxima de la jornada jornada ordinaria trabajo, fijada de acuerdo con el artículo anterior. mediante convenio colectivo o, en su defecto,"
artículo anterior,Parcialmente encontrado,No,Sí,No,No,"que se realicen sobre la duración máxima de la jornada ordinaria de trabajo, fijada de acuerdo con el artículo anterior. artículo anterior colectivo o, en su defecto, contrato individual, se optará entre abonar las horas extraor -"
convenio colectivo,Encontrado en glosario,Sí,Sí,Sí,No,"la duración máxima de la jornada ordinaria de trabajo, fijada de acuerdo con el artículo anterior. mediante convenio colectivo o, convenio colectivo defecto, contrato individual, se optará entre abonar las horas extraor - dinarias en la cuantía"
contrato individual,Parcialmente encontrado,No,Sí,Sí,No,"trabajo, fijada de acuerdo con el artículo anterior. mediante convenio colectivo o, en su defecto, contrato individual, se optará entre contrato individual horas extraor - dinarias en la cuantía que se fije, que en ningún caso podrá"
horas extraor,No encontrado,No,No,No,No,"mediante convenio colectivo o, en su defecto, contrato individual, se optará entre abonar las horas extraor - dinarias en la horas extraor se fije, que en ningún caso podrá ser inferior al valor de la hora ordinaria,"
hora ordinaria,Parcialmente encontrado,No,No,Sí,Sí,"se fije, que en ningún caso podrá ser inferior al valor de la hora ordinaria, o compensarlas por tiempos equivalentes hora ordinaria retribuido. en ausencia de pacto al respecto, se entenderá que las horas extraordinarias realizadas deberán"
tiempos equivalentes,No encontrado,No,No,No,No,"podrá ser inferior al valor de la hora ordinaria, o compensarlas por tiempos equivalentes de descanso retribuido. en ausencia de tiempos equivalentes respecto, se entenderá que las horas extraordinarias realizadas deberán ser compensadas mediante descanso dentro de"
descanso retribuido,Parcialmente encontrado,No,Sí,No,No,"al valor de la hora ordinaria, o compensarlas por tiempos equivalentes de descanso retribuido. en ausencia de pacto al respecto, descanso retribuido que las horas extraordinarias realizadas deberán ser compensadas mediante descanso dentro de los cuatro meses"
horas extraordinarias,Encontrado en glosario,Sí,No,Sí,Sí,"en ausencia de pacto al respecto, se entenderá que las horas extraordinarias realizadas deberán ser compensadas mediante descanso dentro de horas extraordinarias meses siguientes a su realización. . el número de horas extraordinarias no podrá ser superior"
meses siguientes,No encontrado,No,No,No,No,"realizadas deberán ser compensadas mediante descanso dentro de los cuatro meses siguientes a su realización. . el número de horas meses siguientes podrá ser superior a ochenta al año, salvo lo previsto en el apartado . para"
horas extraordinarias,Encontrado en glosario,Sí,No,Sí,Sí,"meses siguientes a su realización. . el número de horas extraordinarias no podrá ser superior a ochenta al año, salvo horas extraordinarias en el apartado . para los trabajadores que por la modalidad o duración de su"
cómputo anual,Parcialmente encontrado,No,Sí,No,No,"duración de su contrato realizasen una jornada en cómputo anual inferior a la jornada general en la empresa, el número cómputo anual de horas extraordinarias se reducirá en la misma proporción que exista entre tales jornadas. a"
jornada general,Parcialmente encontrado,No,No,Sí,Sí,"una jornada en cómputo anual inferior a la jornada general en la empresa, el número máximo anual de horas extraordinarias jornada general en la misma proporción que exista entre tales jornadas. a los efectos de lo dispuesto"
número máximo,No encontrado,No,No,No,No,"la jornada general en la empresa, el número máximo anual de horas extraordinarias se reducirá en la misma proporción que número máximo tales jornadas. a los efectos de lo dispuesto en el párrafo anterior, no se computarán"
horas extraordinarias,Encontrado en glosario,Sí,No,Sí,Sí,"la empresa, el número máximo anual de horas extraordinarias se reducirá en la misma proporción que exista entre tales jornadas. horas extraordinarias efectos de lo dispuesto en el párrafo anterior, no se computarán las horas extraordinarias que"
párrafo anterior,No encontrado,No,No,No,No,"efectos de lo dispuesto en el párrafo anterior, no se computarán las horas extraordinarias que hayan sido compensadas mediante descanso párrafo anterior los cuatro meses siguientes a su realización. el gobierno podrá suprimir o reducir el número"
horas extraordinarias,Encontrado en glosario,Sí,No,Sí,Sí,"anterior, no se computarán las horas extraordinarias que hayan sido compensadas mediante descanso dentro de los cuatro meses siguientes a horas extraordinarias el gobierno podrá suprimir o reducir el número máximo de horas extraordinarias por tiempo determinado,"
meses siguientes,No encontrado,No,No,No,No,"descanso dentro de los cuatro meses siguientes a su realización. el gobierno podrá suprimir o reducir el número máximo de meses siguientes por tiempo determinado, con carácter general o para ciertas ramas de actividad o ámbitos territoriales,"
número máximo,No encontrado,No,No,No,No,"suprimir o reducir el número máximo de horas extraordinarias por tiempo determinado, con carácter general o para ciertas ramas de número máximo ámbitos territoriales, para incrementar las oportunidades de colocación de los trabajadores en situación de desempleo."
horas extraordinarias,Encontrado en glosario,Sí,No,Sí,Sí,"el número máximo de horas extraordinarias por tiempo determinado, con carácter general o para ciertas ramas de actividad o ámbitos horas extraordinarias incrementar las oportunidades de colocación de los trabajadores en situación de desempleo. . no se"
tiempo determinado,No encontrado,No,No,No,No,"de horas extraordinarias por tiempo determinado, con carácter general o para ciertas ramas de actividad o ámbitos territoriales, para incrementar tiempo determinado de colocación de los trabajadores en situación de desempleo. . no se tendrá en cuenta,"
carácter general,Parcialmente encontrado,No,No,Sí,Sí,"tiempo determinado, con carácter general o para ciertas ramas de actividad o ámbitos territoriales, para incrementar las oportunidades de colocación carácter general trabajadores en situación de desempleo. . no se tendrá en cuenta, a efectos de la"
ámbitos territoriales,Encontrado en glosario,Sí,No,Sí,No,"de actividad o ámbitos territoriales, para incrementar las oportunidades de colocación de los trabajadores en situación de desempleo. . no ámbitos territoriales en cuenta, a efectos de la duración máxima de la jornada ordinaria laboral, ni para"
duración máxima,No encontrado,No,No,No,No,"duración máxima de la jornada ordinaria laboral, ni para el cómputo del número máximo de las horas extraordinarias autorizadas, el duración máxima las trabajadas para prevenir o reparar siniestros y otros daños extraordinarios y urgentes, sin perjuicio"
jornada ordinaria,Parcialmente encontrado,No,No,Sí,Sí,"jornada ordinaria laboral, ni para el cómputo del número máximo de las horas extraordinarias autorizadas, el exceso de las trabajadas jornada ordinaria o reparar siniestros y otros daños extraordinarios y urgentes, sin perjuicio de su compensación como"
número máximo,No encontrado,No,No,No,No,"máximo de las horas extraordinarias autorizadas, el exceso de las trabajadas para prevenir o reparar siniestros y otros daños extraordinarios número máximo sin perjuicio de su compensación como horas extraordinarias. . la prestación de trabajo en horas"
extraordinarias autorizadas,No encontrado,No,No,No,No,"autorizadas, el exceso de las trabajadas para prevenir o reparar siniestros y otros daños extraordinarios y urgentes, sin perjuicio de extraordinarias autorizadas como horas extraordinarias. . la prestación de trabajo en horas extraordinarias será voluntaria, salvo que"
daños extraordinarios,Parcialmente encontrado,No,Sí,No,No,"y urgentes, sin perjuicio de su compensación como horas extraordinarias. . la prestación de trabajo en horas extraordinarias será voluntaria, daños extraordinarios su realización se haya pactado en convenio colectivo o contrato individual de trabajo, dentro de"
horas extraordinarias,Encontrado en glosario,Sí,No,Sí,Sí,"la prestación de trabajo en horas extraordinarias será voluntaria, salvo que su realización se haya pactado en convenio colectivo o horas extraordinarias de trabajo, dentro de los límites del apartado . . a efectos del cómputo de"
horas extraordinarias,Encontrado en glosario,Sí,No,Sí,Sí,"salvo que su realización se haya pactado en convenio colectivo o contrato individual de trabajo, dentro de los límites del horas extraordinarias . a efectos del cómputo de horas extraordinarias, la jornada de cada trabajador se registrará"
convenio colectivo,Encontrado en glosario,Sí,Sí,Sí,No,"de trabajo, dentro de los límites del apartado . . a efectos del cómputo de horas extraordinarias, la jornada de convenio colectivo se registrará día a día y se totalizará en el periodo fijado para el abono"
contrato individual,Parcialmente encontrado,No,Sí,Sí,No,"de los límites del apartado . . a efectos del cómputo de horas extraordinarias, la jornada de cada trabajador se contrato individual a día y se totalizará en el periodo fijado para el abono de las retribuciones,"
horas extraordinarias,Encontrado en glosario,Sí,No,Sí,Sí,"trabajador se registrará día a día y se totalizará en el periodo fijado para el abono de las retribuciones, entregando horas extraordinarias resumen al trabajador en el recibo correspondiente."
periodo fijado,No encontrado,No,No,No,No,"retribuciones, entregando copia del resumen al trabajador en el recibo correspondiente. periodo fijado"
recibo correspondiente,Parcialmente encontrado,No,Sí,No,No,recibo correspondiente
