Patrón N+PREP+N,Noun1,Preposición,Noun2,Lema Noun1,Lema Noun2,Lema del Patrón,Patrón en Glosario,Noun1 en Glosario,Noun2 en Glosario,Sufijo N1,Sufijo N2,Estado,Contexto
materia de retribuciones,materia,de,retribuciones,materia,retribuciones,materia de retribuciones,No,Sí,No,No,No,Parcialmente encontrado,"den lugar en el empleo, así como en materia de retribuciones, jornada y demás condiciones materia de retribuciones situaciones de discriminación directa o indirecta desfavorables por razón de edad o discapacidad o a"
condiciones de trabajo,condiciones,de,trabajo,condiciones,trabajo,condiciones de trabajo,Sí,No,Sí,No,No,Encontrado en glosario,"en materia de retribuciones, jornada y demás condiciones de trabajo, a situaciones de discriminación directa condiciones de trabajo por razón de edad o discapacidad o a situaciones de discriminación directa o indirecta por"
situaciones de discriminación,situaciones,de,discriminación,situaciones,discriminación,situaciones de discriminación,No,No,Sí,No,Sí,Parcialmente encontrado,"y demás condiciones de trabajo, a situaciones de discriminación directa o indirecta desfavorables por razón situaciones de discriminación discapacidad o a situaciones de discriminación directa o indirecta por razón de sexo, origen, incluido"
razón de edad,razón,de,edad,razón,edad,razón de edad,No,Sí,No,Sí,No,Parcialmente encontrado,"directa o indirecta desfavorables por razón de edad o discapacidad o a situaciones de discriminación razón de edad por razón de sexo, origen, incluido el racial o étnico, estado civil, condición social, religión"
situaciones de discriminación,situaciones,de,discriminación,situaciones,discriminación,situaciones de discriminación,No,No,Sí,No,Sí,Parcialmente encontrado,"edad o discapacidad o a situaciones de discriminación directa o indirecta por razón de sexo, situaciones de discriminación racial o étnico, estado civil, condición social, religión o convicciones, ideas políticas, orientación e identidad"
razón de sexo,razón,de,sexo,razón,sexo,razón de sexo,No,Sí,No,Sí,No,Parcialmente encontrado,"discriminación directa o indirecta por razón de sexo, origen, incluido el racial o étnico, estado razón de sexo religión o convicciones, ideas políticas, orientación e identidad sexual, expresión de género, características sexuales, adhesión"
expresión de género,expresión,de,género,expresión,género,expresión de género,No,No,Sí,Sí,No,Parcialmente encontrado,"características sexuales, adhesión o no a sindicatos y a sus acuerdos, vínculos de parentesco con expresión de género o relacionadas con la empresa y lengua dentro del Estado español. Serán igualmente nulas las"
vínculos de parentesco,vínculos,de,parentesco,vínculos,parentesco,vínculos de parentesco,No,No,Sí,No,No,Parcialmente encontrado,a o relacionadas con la empresa y lengua dentro del Estado español. Serán igualmente nulas vínculos de parentesco discriminar y las decisiones del empresario que supongan un trato desfavorable de los trabajadores como
parentesco con personas,parentesco,con,personas,parentesco,personas,parentesco con personas,No,Sí,No,No,No,Parcialmente encontrado,relacionadas con la empresa y lengua dentro del Estado español. Serán igualmente nulas las órdenes parentesco con personas las decisiones del empresario que supongan un trato desfavorable de los trabajadores como reacción ante
decisiones del empresario,decisiones,del,empresario,decisiones,empresario,decisiones del empresario,No,No,Sí,No,No,Parcialmente encontrado,de los trabajadores como reacción ante una reclamación efectuada en la empresa o ante una decisiones del empresario judicial destinada a exigir el cumplimiento del principio de igualdad de trato y no discriminación.
cumplimiento del principio,cumplimiento,del,principio,cumplimiento,principio,cumplimiento del principio,No,Sí,Sí,Sí,No,Parcialmente encontrado,no discriminación. El incumplimiento de la obligación de tomar medidas de protección frente a la cumplimiento del principio violencia dirigida a las personas LGTBI a que se refiere el artículo 62.3 de la
principio de igualdad,principio,de,igualdad,principio,igualdad,principio de igualdad,No,Sí,Sí,No,No,Parcialmente encontrado,El incumplimiento de la obligación de tomar medidas de protección frente a la discriminación y principio de igualdad a las personas LGTBI a que se refiere el artículo 62.3 de la Ley para
igualdad de trato,igualdad,de,trato,igualdad,trato,igualdad de trato,Sí,Sí,Sí,No,No,Encontrado en glosario,de la obligación de tomar medidas de protección frente a la discriminación y la violencia igualdad de trato personas LGTBI a que se refiere el artículo 62.3 de la Ley para la igualdad
medidas de protección,medidas,de,protección,medida,protección,medida de protección,No,No,No,No,Sí,No encontrado,dirigida a las personas LGTBI a que se refiere el artículo 62.3 de la Ley medidas de protección real y efectiva de las personas trans y para la garantía de los derechos de
asunción de responsabilidad,asunción,de,responsabilidad,asunción,responsabilidad,asunción de responsabilidad,No,No,Sí,Sí,No,Parcialmente encontrado,"del artículo 62.2 de la misma norma. 2. Podrán establecerse por ley las exclusiones, reservas asunción de responsabilidad ser contratado libremente. 3. No obstante lo dispuesto en el apartado anterior, el Gobierno podrá"
términos del artículo,términos,del,artículo,términos,artículo,términos del artículo,No,No,Sí,No,No,Parcialmente encontrado,"establecerse por ley las exclusiones, reservas y preferencias para ser contratado libremente. 3. No obstante términos del artículo el apartado anterior, el Gobierno podrá regular medidas de reserva, duración o preferencia en el"
