Patrón N+ADJ,Estado,Patrón en Glosario,Noun en Glosario,Adj en Glosario,Adj en Lista Específica,Contexto
disposición legal,Parcialmente encontrado,No,Sí,Sí,No,"retribución a aquel. . deberán constar por escrito los contratos de trabajo cuando así lo exija una disposición legal y, disposición legal caso, los de prácticas y para la formación y el aprendizaje, los contratos a tiempo"
tiempo parcial,Parcialmente encontrado,No,No,Sí,Sí,"caso, los de prácticas y para la formación y el aprendizaje, los contratos a tiempo parcial, fijos-discontinuos y de relevo tiempo parcial contratos para la realización de una obra o servicio determinado; también constarán por escrito los"
servicio determinado,Parcialmente encontrado,No,Sí,No,No,y de relevo y los contratos para la realización de una obra o servicio determinado; también constarán por escrito los servicio determinado tiempo determinado cuya duración sea superior a cuatro semanas. deberán constar igualmente por escrito los
tiempo determinado,No encontrado,No,No,No,No,"una obra o servicio determinado; también constarán por escrito los contratos por tiempo determinado cuya duración sea superior a cuatro tiempo determinado constar igualmente por escrito los contratos de trabajo de los pescadores, de los trabajadores que"
trabajadores contratados,Parcialmente encontrado,No,Sí,Sí,No,"de los trabajadores que trabajen a distancia y de los trabajadores contratados en españa al servicio de empresas españolas en trabajadores contratados de no observarse la exigencia de forma escrita, el contrato de trabajo se presumirá celebrado"
empresas españolas,Parcialmente encontrado,No,Sí,No,No,"y de los trabajadores contratados en españa al servicio de empresas españolas en el extranjero. de no observarse la exigencia empresas españolas escrita, el contrato de trabajo se presumirá celebrado por tiempo indefinido y a jornada completa,"
forma escrita,No encontrado,No,No,No,No,"en el extranjero. de no observarse la exigencia de forma escrita, el contrato de trabajo se presumirá celebrado por tiempo forma escrita a jornada completa, salvo prueba en contrario que acredite su naturaleza temporal o el carácter"
tiempo indefinido,No encontrado,No,No,No,No,"el contrato de trabajo se presumirá celebrado por tiempo indefinido y a jornada completa, salvo prueba en contrario que acredite tiempo indefinido temporal o el carácter a tiempo parcial de los servicios. cualquiera de las partes podrá"
jornada completa,Parcialmente encontrado,No,No,Sí,Sí,"se presumirá celebrado por tiempo indefinido y a jornada completa, salvo prueba en contrario que acredite su naturaleza temporal o jornada completa a tiempo parcial de los servicios. cualquiera de las partes podrá exigir que el contrato"
naturaleza temporal,Parcialmente encontrado,No,No,Sí,No,"salvo prueba en contrario que acredite su naturaleza temporal o el carácter a tiempo parcial de los servicios. cualquiera de naturaleza temporal podrá exigir que el contrato se formalice por escrito, incluso durante el transcurso de la"
tiempo parcial,Parcialmente encontrado,No,No,Sí,Sí,"su naturaleza temporal o el carácter a tiempo parcial de los servicios. cualquiera de las partes podrá exigir que el tiempo parcial formalice por escrito, incluso durante el transcurso de la relación laboral. . el empresario está"
relación laboral,Encontrado en glosario,Sí,No,Sí,Sí,"durante el transcurso de la relación laboral. . el empresario está obligado a comunicar a la oficina pública de empleo, relación laboral plazo de los diez días siguientes a su concertación y en los términos que reglamentariamente"
oficina pública,Parcialmente encontrado,No,No,Sí,Sí,"a comunicar a la oficina pública de empleo, en el plazo de los diez días siguientes a su concertación y oficina pública términos que reglamentariamente se determinen, el contenido de los contratos de trabajo que celebre o"
