Patrón N+PREP+N,Noun1,Preposición,Noun2,Lema Noun1,Lema Noun2,Lema del Patrón,Patrón en Glosario,Noun1 en Glosario,Noun2 en Glosario,Sufijo N1,Sufijo N2,Estado,Contexto
materia de protección,materia,de,protección,materia,protección,materia de protección,No,Sí,No,No,Sí,Parcialmente encontrado,"los trabajadores, quienes la firmarán a efectos de acreditar que se ha producido la entrega. materia de protección básica se enviará a la oficina de empleo. Cuando no exista representación legal de los"
protección de datos,protección,de,datos,protección,datos,protección de datos,Sí,No,No,Sí,No,Encontrado en glosario,"quienes la firmarán a efectos de acreditar que se ha producido la entrega. Posteriormente, dicha protección de datos enviará a la oficina de empleo. Cuando no exista representación legal de los trabajadores también"
formalización del contrato,formalización,del,contrato,formalización,contrato,formalización del contrato,No,No,Sí,Sí,No,Parcialmente encontrado,"empleo. Cuando no exista representación legal de los trabajadores también deberá formalizarse copia básica y formalización del contrato oficina de empleo. Los representantes de la Administración, así como los de las organizaciones sindicales"
oficina de empleo,oficina,de,empleo,oficina,empleo,oficina de empleo,No,No,Sí,No,No,Parcialmente encontrado,"asociaciones empresariales, que tengan acceso a la copia básica de los contratos en virtud de oficina de empleo los órganos de participación institucional que reglamentariamente tengan tales facultades, observarán sigilo profesional, no pudiendo"
oficina de empleo,oficina,de,empleo,oficina,empleo,oficina de empleo,No,No,Sí,No,No,Parcialmente encontrado,"participación institucional que reglamentariamente tengan tales facultades, observarán sigilo profesional, no pudiendo utilizar dicha documentación oficina de empleo de los que motivaron su conocimiento. 5. Cuando la relación laboral sea de duración superior"
contratos en virtud,contratos,en,virtud,contrato,virtud,contrato en virtud,No,Sí,No,No,No,Parcialmente encontrado,"a cuatro semanas, el empresario deberá informar por escrito al trabajador, en los términos y contratos en virtud establezcan reglamentariamente, sobre los elementos esenciales del contrato y las principales condiciones de ejecución de"
órganos de participación,órganos,de,participación,órganos,participación,órganos de participación,No,No,Sí,No,Sí,Parcialmente encontrado,"escrito al trabajador, en los términos y plazos que se establezcan reglamentariamente, sobre los elementos órganos de participación y las principales condiciones de ejecución de la prestación laboral, siempre que tales elementos y"
documentación para fines,documentación,para,fines,documentación,fin,documentación para fin,No,No,No,Sí,No,No encontrado,"y las principales condiciones de ejecución de la prestación laboral, siempre que tales elementos y documentación para fines en el contrato de trabajo formalizado por escrito."
escrito al trabajador,escrito,al,trabajador,escrito,trabajador,escrito al trabajador,No,No,Sí,No,No,Parcialmente encontrado,escrito al trabajador
condiciones de ejecución,condiciones,de,ejecución,condiciones,ejecución,condiciones de ejecución,No,No,Sí,No,Sí,Parcialmente encontrado,condiciones de ejecución
contrato de trabajo,contrato,de,trabajo,contrato,trabajo,contrato de trabajo,Sí,Sí,Sí,No,No,Encontrado en glosario,contrato de trabajo
