Patrón N+ADJ,Estado,Patrón en Glosario,Noun en Glosario,Adj en Glosario,Adj en Lista Específica,Contexto
tiempo indefinido,No encontrado,No,No,No,No,artículo . duración del contrato de trabajo. . el contrato de trabajo se presume concertado por tiempo tiempo indefinido contrato de trabajo de duración determinada solo podrá celebrarse por circunstancias de la producción o
duración determinada,No encontrado,No,No,No,No,de trabajo. . el contrato de trabajo se presume concertado por tiempo indefinido. el contrato de trabajo de duración determinada duración determinada celebrarse por circunstancias de la producción o por sustitución de persona trabajadora. para que se
persona trabajadora,Parcialmente encontrado,No,Sí,Sí,No,contrato de trabajo de duración determinada solo podrá celebrarse por circunstancias de la producción o por sustitución de persona trabajadora. persona trabajadora se entienda que concurre causa justificada de temporalidad será necesario que se especifiquen con precisión
causa justificada,Parcialmente encontrado,No,Sí,No,No,por circunstancias de la producción o por sustitución de persona trabajadora. para que se entienda que concurre causa justificada de causa justificada necesario que se especifiquen con precisión en el contrato la causa habilitante de la contratación
causa habilitante,Parcialmente encontrado,No,Sí,No,No,"que concurre causa justificada de temporalidad será necesario que se especifiquen con precisión en el contrato la causa habilitante de causa habilitante temporal, las circunstancias concretas que la justifican y su conexión con la duración prevista. ."
contratación temporal,Parcialmente encontrado,No,Sí,Sí,No,"de temporalidad será necesario que se especifiquen con precisión en el contrato la causa habilitante de la contratación temporal, las contratación temporal que la justifican y su conexión con la duración prevista. . a efectos de lo"
circunstancias concretas,Parcialmente encontrado,No,Sí,No,No,"que se especifiquen con precisión en el contrato la causa habilitante de la contratación temporal, las circunstancias concretas que la circunstancias concretas su conexión con la duración prevista. . a efectos de lo previsto en este artículo,"
duración prevista,No encontrado,No,No,No,No,"habilitante de la contratación temporal, las circunstancias concretas que la justifican y su conexión con la duración prevista. . a duración prevista lo previsto en este artículo, se entenderá por circunstancias de la producción el incremento ocasional"
incremento ocasional,No encontrado,No,No,No,No,"de lo previsto en este artículo, se entenderá por circunstancias de la producción el incremento ocasional e imprevisible de la incremento ocasional las oscilaciones que, aun tratándose de la actividad normal de la empresa, generan un desajuste"
actividad normal,Parcialmente encontrado,No,Sí,No,No,"e imprevisible de la actividad y las oscilaciones que, aun tratándose de la actividad normal de la empresa, generan un actividad normal entre el empleo estable disponible y el que se requiere, siempre que no respondan a"
desajuste temporal,Parcialmente encontrado,No,No,Sí,No,"que, aun tratándose de la actividad normal de la empresa, generan un desajuste temporal entre el empleo estable disponible y desajuste temporal se requiere, siempre que no respondan a los supuestos incluidos en el artículo .. entre"
empleo estable,Parcialmente encontrado,No,Sí,No,No,"la actividad normal de la empresa, generan un desajuste temporal entre el empleo estable disponible y el que se requiere, empleo estable no respondan a los supuestos incluidos en el artículo .. entre las oscilaciones a que"
supuestos incluidos,No encontrado,No,No,No,No,"y el que se requiere, siempre que no respondan a los supuestos incluidos en el artículo .. entre las oscilaciones supuestos incluidos se refiere el párrafo anterior se entenderán incluidas aquellas que derivan de las vacaciones anuales."
párrafo anterior,No encontrado,No,No,No,No,"el artículo .. entre las oscilaciones a que se refiere el párrafo anterior se entenderán incluidas aquellas que derivan de párrafo anterior anuales. cuando el contrato de duración determinada obedezca a estas circunstancias de la producción, su"
vacaciones anuales,Parcialmente encontrado,No,Sí,No,No,"el párrafo anterior se entenderán incluidas aquellas que derivan de las vacaciones anuales. cuando el contrato de duración determinada obedezca vacaciones anuales circunstancias de la producción, su duración no podrá ser superior a seis meses. por convenio"
duración determinada,No encontrado,No,No,No,No,"que derivan de las vacaciones anuales. cuando el contrato de duración determinada obedezca a estas circunstancias de la producción, su duración determinada podrá ser superior a seis meses. por convenio colectivo de ámbito sectorial se podrá ampliar"
convenio colectivo,Encontrado en glosario,Sí,Sí,Sí,No,no podrá ser superior a seis meses. por convenio colectivo de ámbito sectorial se podrá ampliar la duración máxima del convenio colectivo un año. en caso de que el contrato se hubiera concertado por una duración inferior
ámbito sectorial,Parcialmente encontrado,No,No,Sí,No,superior a seis meses. por convenio colectivo de ámbito sectorial se podrá ampliar la duración máxima del contrato hasta un ámbito sectorial caso de que el contrato se hubiera concertado por una duración inferior a la máxima
duración máxima,No encontrado,No,No,No,No,"colectivo de ámbito sectorial se podrá ampliar la duración máxima del contrato hasta un año. en caso de que el duración máxima hubiera concertado por una duración inferior a la máxima legal o convencionalmente establecida, podrá prorrogarse,"
duración inferior,No encontrado,No,No,No,No,"el contrato se hubiera concertado por una duración inferior a la máxima legal o convencionalmente establecida, podrá prorrogarse, mediante acuerdo duración inferior partes, por una única vez, sin que la duración total del contrato pueda exceder de"
duración total,No encontrado,No,No,No,No,"sin que la duración total del contrato pueda exceder de dicha duración máxima. igualmente, las empresas podrán formalizar contratos por duración total la producción para atender situaciones ocasionales, previsibles y que tengan una duración reducida y delimitada"
duración máxima,No encontrado,No,No,No,No,"exceder de dicha duración máxima. igualmente, las empresas podrán formalizar contratos por circunstancias de la producción para atender situaciones ocasionales, duración máxima que tengan una duración reducida y delimitada en los términos previstos en este párrafo. las"
situaciones ocasionales,No encontrado,No,No,No,No,"atender situaciones ocasionales, previsibles y que tengan una duración reducida y delimitada en los términos previstos en este párrafo. las situaciones ocasionales podrán utilizar este contrato un máximo de noventa días en el año natural, independientemente de"
duración reducida,No encontrado,No,No,No,No,"duración reducida y delimitada en los términos previstos en este párrafo. las empresas solo podrán utilizar este contrato un máximo duración reducida días en el año natural, independientemente de las personas trabajadoras que sean necesarias para atender"
términos previstos,Parcialmente encontrado,No,Sí,No,No,términos previstos en este párrafo. las empresas solo podrán utilizar este contrato un máximo de noventa días en el año términos previstos de las personas trabajadoras que sean necesarias para atender en cada uno de dichos días
empresas solo,Parcialmente encontrado,No,Sí,No,No,"solo podrán utilizar este contrato un máximo de noventa días en el año natural, independientemente de las personas trabajadoras que empresas solo para atender en cada uno de dichos días las concretas situaciones, que deberán estar debidamente"
año natural,Parcialmente encontrado,No,No,Sí,Sí,"natural, independientemente de las personas trabajadoras que sean necesarias para atender en cada uno de dichos días las concretas situaciones, año natural estar debidamente identificadas en el contrato. estos noventa días no podrán ser utilizados de manera"
personas trabajadoras,Parcialmente encontrado,No,Sí,Sí,No,"que sean necesarias para atender en cada uno de dichos días las concretas situaciones, que deberán estar debidamente identificadas en personas trabajadoras estos noventa días no podrán ser utilizados de manera continuada. las empresas, en el último"
manera continuada,No encontrado,No,No,No,No,"en el último trimestre de cada año, deberán trasladar a la representación legal de las personas trabajadoras una previsión anual manera continuada de estos contratos. no podrá identificarse como causa de este contrato la realización de los"
representación legal,Parcialmente encontrado,No,Sí,Sí,No,"previsión anual de uso de estos contratos. no podrá identificarse como causa de este contrato la realización de los trabajos representación legal marco de contratas, subcontratas o concesiones administrativas que constituyan la actividad habitual u ordinaria de"
personas trabajadoras,Parcialmente encontrado,No,Sí,Sí,No,"de estos contratos. no podrá identificarse como causa de este contrato la realización de los trabajos en el marco de personas trabajadoras o concesiones administrativas que constituyan la actividad habitual u ordinaria de la empresa, sin perjuicio"
previsión anual,No encontrado,No,No,No,No,"no podrá identificarse como causa de este contrato la realización de los trabajos en el marco de contratas, subcontratas o previsión anual que constituyan la actividad habitual u ordinaria de la empresa, sin perjuicio de su celebración"
concesiones administrativas,Parcialmente encontrado,No,Sí,Sí,No,"de la empresa, sin perjuicio de su celebración cuando concurran las circunstancias de la producción en los términos anteriores. . concesiones administrativas contratos de duración determinada para la sustitución de una persona trabajadora con derecho a reserva"
actividad habitual,Parcialmente encontrado,No,Sí,No,No,"de su celebración cuando concurran las circunstancias de la producción en los términos anteriores. . podrán celebrarse contratos de duración actividad habitual la sustitución de una persona trabajadora con derecho a reserva de puesto de trabajo, siempre"
términos anteriores,Parcialmente encontrado,No,Sí,No,No,"la sustitución de una persona trabajadora con derecho a reserva de puesto de trabajo, siempre que se especifique en el términos anteriores nombre de la persona sustituida y la causa de la sustitución. en tal supuesto, la"
duración determinada,No encontrado,No,No,No,No,"a reserva de puesto de trabajo, siempre que se especifique en el contrato el nombre de la persona sustituida y duración determinada de la sustitución. en tal supuesto, la prestación de servicios podrá iniciarse antes de que"
persona trabajadora,Parcialmente encontrado,No,Sí,Sí,No,que se especifique en el contrato el nombre de la persona sustituida y la causa de la sustitución. en tal persona trabajadora prestación de servicios podrá iniciarse antes de que se produzca la ausencia de la persona
persona sustituida,Parcialmente encontrado,No,Sí,Sí,No,"prestación de servicios podrá iniciarse antes de que se produzca la ausencia de la persona sustituida, coincidiendo en el desarrollo persona sustituida funciones el tiempo imprescindible para garantizar el desempeño adecuado del puesto y, como máximo, durante"
persona sustituida,Parcialmente encontrado,No,Sí,Sí,No,"el desempeño adecuado del puesto y, como máximo, durante quince días. asimismo, el contrato de sustitución podrá concertarse para completar persona sustituida reducida por otra persona trabajadora, cuando dicha reducción se ampare en causas legalmente establecidas o"
