Patrón N+ADJ,Estado,Patrón en Glosario,Noun en Glosario,Adj en Glosario,Adj en Lista Específica,Contexto
convenios colectivos,Encontrado en glosario,Sí,Sí,Sí,No,"prueba, con sujeción a los límites de duración que, en su caso, se establezcan en los convenios colectivos. en defecto convenios colectivos en convenio, la duración del periodo de prueba no podrá exceder de seis meses para"
técnicos titulados,Parcialmente encontrado,No,Sí,No,No,"la duración del periodo de prueba no podrá exceder de seis meses para los técnicos titulados, ni de dos meses técnicos titulados demás trabajadores. en las empresas de menos de veinticinco trabajadores el periodo de prueba no"
técnicos titulados,Parcialmente encontrado,No,Sí,No,No,"no podrá exceder de tres meses para los trabajadores que no sean técnicos titulados. en el supuesto de los contratos técnicos titulados duración determinada del artículo concertados por tiempo no superior a seis meses, el periodo de"
contratos temporales,Parcialmente encontrado,No,Sí,Sí,No,"trabajadores que no sean técnicos titulados. en el supuesto de los contratos temporales de duración determinada del artículo concertados por contratos temporales superior a seis meses, el periodo de prueba no podrá exceder de un mes, salvo"
duración determinada,No encontrado,No,No,No,No,"sean técnicos titulados. en el supuesto de los contratos temporales de duración determinada del artículo concertados por tiempo no superior duración determinada meses, el periodo de prueba no podrá exceder de un mes, salvo que se disponga"
artículo concertados,Parcialmente encontrado,No,Sí,No,No,"en el supuesto de los contratos temporales de duración determinada del artículo concertados por tiempo no superior a seis meses, artículo concertados de prueba no podrá exceder de un mes, salvo que se disponga otra cosa en"
convenio colectivo,Encontrado en glosario,Sí,Sí,Sí,No,"un mes, salvo que se disponga otra cosa en convenio colectivo. el empresario y el trabajador están, respectivamente, obligados a convenio colectivo experiencias que constituyan el objeto de la prueba. será nulo el pacto que establezca un"
persona trabajadora,Parcialmente encontrado,No,Sí,Sí,No,"prueba, la persona trabajadora tendrá los derechos y obligaciones correspondientes al puesto de trabajo que desempeñe como si fuera de persona trabajadora los derivados de la resolución de la relación laboral, que podrá producirse a instancia de"
obligaciones correspondientes,Parcialmente encontrado,No,Sí,No,No,"derechos y obligaciones correspondientes al puesto de trabajo que desempeñe como si fuera de plantilla, excepto los derivados de la obligaciones correspondientes la relación laboral, que podrá producirse a instancia de cualquiera de las partes durante su"
relación laboral,Encontrado en glosario,Sí,No,Sí,Sí,"la relación laboral, que podrá producirse a instancia de cualquiera de las partes durante su transcurso. la resolución a instancia relación laboral nula en el caso de las trabajadoras por razón de embarazo, desde la fecha de"
instancia empresarial,Parcialmente encontrado,No,Sí,Sí,No,"empresarial será nula en el caso de las trabajadoras por razón de embarazo, desde la fecha de inicio del embarazo instancia empresarial comienzo del período de suspensión a que se refiere el artículo ., o maternidad, salvo"
servicios prestados,Parcialmente encontrado,No,Sí,No,No,"persona trabajadora en la empresa. las situaciones de incapacidad temporal, nacimiento, adopción, guarda con fines de adopción, acogimiento, riesgo durante servicios prestados riesgo durante la lactancia, violencia de género, que afecten a la persona trabajadora durante el"
persona trabajadora,Parcialmente encontrado,No,Sí,Sí,No,"de incapacidad temporal, nacimiento, adopción, guarda con fines de adopción, acogimiento, riesgo durante el embarazo, riesgo durante la lactancia, violencia persona trabajadora que afecten a la persona trabajadora durante el periodo de prueba, interrumpen el cómputo del"
incapacidad temporal,Encontrado en glosario,Sí,Sí,Sí,No,"adopción, acogimiento, riesgo durante el embarazo, riesgo durante la lactancia, violencia de género, que afecten a la persona trabajadora durante incapacidad temporal de prueba, interrumpen el cómputo del mismo siempre que se produzca acuerdo entre ambas partes."
persona trabajadora,Parcialmente encontrado,No,Sí,Sí,No,acuerdo entre ambas partes. persona trabajadora
